 ID,Gene.symbol,Gene.title,log2Exp,log2FC
229741_at,MAVS,mitochondrial antiviral signaling protein,7.851,-1.299
229747_x_at,LOC146880,Rho GTPase activating protein 27 pseudogene,4.619,-1.543
229749_at,ANO4,anoctamin 4,4.032,-3.062
229767_at,TBCD,tubulin folding cofactor D,1.321,-1.532
229768_at,OR51E1,olfactory receptor family 51 subfamily E member 1,5.932,-1.08
229773_at,SNAP23,synaptosome associated protein 23,7.045,-1.503
229778_at,SPX,spexin hormone,5.848,-4.488
229782_at,RMST,rhabdomyosarcoma 2 associated transcript (non-protein coding),2.136,-1.277
229784_at,MIR424///MIR503HG,microRNA 424///MIR503 host gene,7.237,-1.856
229801_at,PROSER2,proline and serine rich 2,9.235,-2.616
229811_at,,,7.105,-2.33
229825_at,PLK3,polo like kinase 3,4.203,-2.334
229826_at,SMIM4,small integral membrane protein 4,7.226,1.514
229847_at,MAPK1,mitogen-activated protein kinase 1,5.67,-1.082
229851_s_at,C11orf54,chromosome 11 open reading frame 54,8.42,1.396
229856_s_at,PITHD1,PITH domain containing 1,4.186,-1.799
229875_at,ZDHHC22,zinc finger DHHC-type containing 22,2.198,-1.317
229882_at,RPS15A,ribosomal protein S15a,6.993,-1.266
229887_at,ALS2CL,ALS2 C-terminal like,8.219,-4.209
229890_at,LOC100507547///PRRT1,uncharacterized LOC100507547///proline rich transmembrane protein 1,5.518,2.217
229891_x_at,GPALPP1,GPALPP motifs containing 1,7.891,-1.074
229894_s_at,RAB43,"RAB43, member RAS oncogene family",6.443,-1.25
229898_at,SNX33,sorting nexin 33,7.161,-2.214
229899_s_at,ZFAS1,ZNFX1 antisense RNA 1,9.038,-1.205
229905_at,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,7.538,-1.147
229920_at,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1,6.311,-2.377
229922_at,GPRIN1,G protein regulated inducer of neurite outgrowth 1,2.483,-1.241
229924_s_at,JAG1,jagged 1,2.181,-1.034
229925_at,SLC6A17,solute carrier family 6 member 17,5.027,-2.381
229931_at,ZNF775,zinc finger protein 775,2.244,-1.726
229932_at,,,6.078,-1.568
229933_at,C1orf74,chromosome 1 open reading frame 74,7.322,-2.166
229938_at,TMEM238,transmembrane protein 238,1.778,-3.287
229942_at,BNC2,basonuclin 2,5.844,2.809
229944_at,OPRK1,opioid receptor kappa 1,3.185,-1.971
229952_at,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3,6.235,-3.894
229958_at,CLN8,"ceroid-lipofuscinosis, neuronal 8",8.003,-1.349
229959_at,CYP4V2,cytochrome P450 family 4 subfamily V member 2,2.231,-2.981
229964_at,C9orf152,chromosome 9 open reading frame 152,4.659,-1.089
229965_at,,,3.083,-1.47
229969_at,SEC63,"SEC63 homolog, protein translocation regulator",7.552,-1.615
229976_at,MORN5,MORN repeat containing 5,4.972,-1.433
229998_x_at,EVA1B,eva-1 homolog B,6.478,-1.018
230011_at,MEI1,meiotic double-stranded break formation protein 1,5.309,-1.623
230019_s_at,DISP3,dispatched RND transporter family member 3,4.045,-2.479
230026_at,MRPL43,mitochondrial ribosomal protein L43,7.9,-2.088
230034_x_at,MRPL41,mitochondrial ribosomal protein L41,5.445,-1.209
230035_at,BOC,"BOC cell adhesion associated, oncogene regulated",5.788,-1.348
230037_at,CD8B,CD8b molecule,1.161,-1.342
230051_at,PROSER2,proline and serine rich 2,7.761,-3.473
230052_s_at,NFKBID,NFKB inhibitor delta,6.393,-1.046
230061_at,TM4SF18,transmembrane 4 L six family member 18,6.135,6.106
230063_at,ZNF264,zinc finger protein 264,7.503,-1.349
230076_at,PITPNM3,PITPNM family member 3,7.899,-2.659
230078_at,RAPGEF6,Rap guanine nucleotide exchange factor 6,9.828,-1.261
230085_at,PDK3,pyruvate dehydrogenase kinase 3,4.506,-1.734
230089_s_at,TMEM259,transmembrane protein 259,4.888,-1.522
230094_at,KLF13,Kruppel like factor 13,2.632,-1.162
230106_at,ZXDC,ZXD family zinc finger C,5.384,-1.063
230108_at,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",7.626,-1.122
230113_at,MBNL3,muscleblind like splicing regulator 3,5.746,-1.13
230114_at,,,1.454,-1.95
230116_at,KRT8P12,keratin 8 pseudogene 12,6.073,-1.324
230123_at,NECAP2,NECAP endocytosis associated 2,6.227,-1.063
230125_at,GUSB,glucuronidase beta,4.845,-1.597
230126_s_at,KDM4B,lysine demethylase 4B,4.705,-1.947
230143_at,RNF165,ring finger protein 165,5.518,-1.52
230151_at,SPRYD7,SPRY domain containing 7,6.527,-1.117
230159_at,C1orf115,chromosome 1 open reading frame 115,2.225,-1.726
230166_at,KIAA1958,KIAA1958,6.237,1.192
230170_at,OSM,oncostatin M,3.69,-1.835
230173_at,TRIM4,tripartite motif containing 4,5.03,-2.174
230175_s_at,DCBLD2,"discoidin, CUB and LCCL domain containing 2",9.549,-1.498
230176_at,UEVLD,UEV and lactate/malate dehyrogenase domains,8.586,-1.284
230180_at,DDX17,DEAD-box helicase 17,5.256,-1.484
230181_at,PQLC1,PQ loop repeat containing 1,2.191,-2.061
230182_at,PDCD7,programmed cell death 7,3.579,-1.992
230183_at,EXT1,exostosin glycosyltransferase 1,7.647,-1.564
230188_at,NIPAL4,NIPA like domain containing 4,5.311,-3.793
230191_at,TTBK1,tau tubulin kinase 1,5.631,-1.257
230204_at,HAPLN1,hyaluronan and proteoglycan link protein 1,6.135,-1.12
230205_at,ZNF561///ZNF562,zinc finger protein 561///zinc finger protein 562,7.991,-1.453
230215_at,SEC61A2,Sec61 translocon alpha 2 subunit,5.51,-1.279
230216_at,HECTD4,HECT domain E3 ubiquitin protein ligase 4,6.099,-1.066
230219_at,NDE1,nudE neurodevelopment protein 1,7.079,-1.732
230221_at,ABHD16A,abhydrolase domain containing 16A,4.487,-1.452
230222_at,,,2.061,-1.615
230240_at,,,5.651,-3.087
230252_at,LPAR5,lysophosphatidic acid receptor 5,5.068,-5.352
230263_s_at,DOCK5,dedicator of cytokinesis 5,10.488,-1.065
230266_at,RAB7B,"RAB7B, member RAS oncogene family",6.075,-2.967
230268_at,,,3.849,-1.335
230272_at,LINC00461///MIR9-2,long intergenic non-protein coding RNA 461///microRNA 9-2,4.423,2.942
230273_at,CFAP206,cilia and flagella associated protein 206,4.596,2.063
230275_at,ARSI,arylsulfatase family member I,3.679,-4.73
230278_at,,,4.281,-2.529
230286_at,SLC6A11,solute carrier family 6 member 11,4.89,-2.466
230295_at,CAPN15,calpain 15,6.02,-1.618
230314_at,,,6.818,-1.02
230316_at,SEC14L2,SEC14 like lipid binding 2,5.576,-2.398
230317_x_at,TMCO3,transmembrane and coiled-coil domains 3,3.833,1.357
230318_at,SERPINA1,serpin family A member 1,5.261,-1.585
230321_at,TOR1AIP2,torsin 1A interacting protein 2,6.885,-1.719
230328_at,LOC101930306///RRN3P1///RRN3P2///RRN3,"uncharacterized LOC101930306///RRN3 homolog, RNA polymerase I transcription factor pseudogene 1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 2///RRN3 homolog, RNA polymerase I transcription factor",3.443,-1.796
230335_at,C9orf50,chromosome 9 open reading frame 50,3.336,-2.074
230343_at,CST3,cystatin C,6.92,-2.139
230350_at,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1,8.671,-1.335
230353_at,MIR497HG///MIR497///MIR195///LOC284112,mir-497-195 cluster host gene///microRNA 497///microRNA 195///uncharacterized LOC284112,5.864,-1.005
230355_at,SEPT7P2,septin 7 pseudogene 2,6.669,-1.261
230357_at,GMDS,"GDP-mannose 4,6-dehydratase",4.19,1.822
230362_at,INPP5F,inositol polyphosphate-5-phosphatase F,6.117,-1.086
230369_at,GPR161,G protein-coupled receptor 161,6.895,-2.407
230378_at,SCGB3A1,secretoglobin family 3A member 1,3.709,-1.901
230382_at,SLC11A1,solute carrier family 11 member 1,2.534,-1.437
230384_at,ANKRD23,ankyrin repeat domain 23,5.214,1.341
230387_at,,,8.861,-1.141
230395_at,METTL9,methyltransferase like 9,2.846,-1.244
230398_at,TNS4,tensin 4,6.685,-6.422
230416_at,PDZD8,PDZ domain containing 8,9.052,-1.668
230430_at,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2,3.438,-2.442
230444_at,PDE7A,phosphodiesterase 7A,5.949,-2.186
230448_at,SLC38A10,solute carrier family 38 member 10,7.864,-1.102
230450_at,SEPT7-AS1,SEPT7 antisense RNA 1 (head to head),6.897,-1.184
230453_s_at,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,2.468,-1.157
230457_at,TMEM242,transmembrane protein 242,3.606,-2.406
230461_s_at,MUM1,melanoma associated antigen (mutated) 1,4.204,-1.605
230462_at,NUMB,"NUMB, endocytic adaptor protein",7.487,-1.112
230465_at,HS2ST1,heparan sulfate 2-O-sulfotransferase 1,4.598,-1.925
230469_at,RTKN2,rhotekin 2,5.958,3.083
230472_at,IRX1,iroquois homeobox 1,5.366,-4.436
230487_at,C6orf99,chromosome 6 open reading frame 99,4.716,2.034
230492_s_at,GPCPD1,glycerophosphocholine phosphodiesterase 1,6.707,-2.876
230493_at,SHISA2,shisa family member 2,4.292,-2.806
230500_at,PDE7A,phosphodiesterase 7A,5.259,-1.206
230502_s_at,,,6.282,-1.433
230516_at,MALSU1,mitochondrial assembly of ribosomal large subunit 1,6.746,-1.629
230518_at,MPZL2,myelin protein zero like 2,7.682,-2.558
230520_at,AIG1,androgen induced 1,6.655,-1.782
230530_at,MLYCD,malonyl-CoA decarboxylase,5.884,-1.029
230533_at,ZMYND8,zinc finger MYND-type containing 8,6.906,-1.261
230537_at,,,5.993,-1.579
230541_at,LINC01341,long intergenic non-protein coding RNA 1341,4.998,2.321
230544_at,RPS6KA4,ribosomal protein S6 kinase A4,2.468,-2.319
230545_at,PARD3-AS1,PARD3 antisense RNA 1,4.68,-1.274
230554_at,ACSM2A,acyl-CoA synthetase medium-chain family member 2A,2,-2.17
230559_x_at,FGD4,"FYVE, RhoGEF and PH domain containing 4",7.367,-2.319
230562_at,MCPH1-AS1,MCPH1 antisense RNA 1,5.519,-1.245
230570_at,EIF3H,eukaryotic translation initiation factor 3 subunit H,7.119,1.861
230574_at,LOC100130938,uncharacterized LOC100130938,7.025,-1.969
230585_at,KCNJ15,potassium voltage-gated channel subfamily J member 15,4.095,-2.676
230605_at,,,7.382,-1.376
230607_at,,,2.85,-1.1
230611_at,SYPL2,synaptophysin like 2,5.852,-1.15
230612_at,SCAND2P,SCAN domain containing 2 pseudogene,5.397,-1.863
230615_at,DUOXA2,dual oxidase maturation factor 2,2.215,-1.67
230617_at,OVOL1-AS1,OVOL1 antisense RNA 1,3.552,-3.011
230625_s_at,TSPAN12,tetraspanin 12,5.471,2.292
230626_at,TSPAN12,tetraspanin 12,6.786,2.063
230635_at,TUG1,taurine up-regulated 1 (non-protein coding),1.942,-1.802
230638_at,,,3.65,-2.01
230646_at,FNDC5,fibronectin type III domain containing 5,1.616,-1.759
230662_at,RNF187,ring finger protein 187,5.362,-1.104
230663_at,,,2.302,-1.543
230674_at,LGR4,leucine rich repeat containing G protein-coupled receptor 4,1.634,-1.145
230683_at,PPP4R1L,protein phosphatase 4 regulatory subunit 1 like (pseudogene),7.046,-1.995
230685_at,LOC101929964///LINC01184,uncharacterized LOC101929964///long intergenic non-protein coding RNA 1184,6.327,-1.551
230688_at,,,5.604,-1.619
230707_at,SORL1,sortilin related receptor 1,5.831,-1.057
230708_at,PRICKLE1,prickle planar cell polarity protein 1,8.056,-6.888
230709_x_at,ZBTB7A,zinc finger and BTB domain containing 7A,2.745,-2.178
230710_at,MIR210HG,MIR210 host gene,5.382,-4.936
230711_at,,,4.188,-3.803
230717_at,LCN12,lipocalin 12,5.396,-1.076
230721_at,LOC101930115///C16orf52///VWA3A,von Willebrand factor A domain-containing protein 3A///chromosome 16 open reading frame 52///von Willebrand factor A domain containing 3A,8.041,-2.267
230723_at,SPATA18,spermatogenesis associated 18,3.52,-1.915
230728_at,FKBP14,FK506 binding protein 14,8.623,-1.634
230731_x_at,ZDHHC8,zinc finger DHHC-type containing 8,3.253,-1.815
230736_at,SVIL-AS1,SVIL antisense RNA 1,5.598,-1.589
230737_s_at,SVIL-AS1///PTCHD3P1,SVIL antisense RNA 1///patched domain containing 3 pseudogene 1,6.406,-1.413
230744_at,FSTL1,follistatin like 1,4.986,-3.247
230751_at,WNT4,Wnt family member 4,1.883,-1.33
230754_at,ZBTB38,zinc finger and BTB domain containing 38,5.482,-1.96
230757_at,,,6.254,-3.427
230759_at,SNX14,sorting nexin 14,6.876,-2.041
230762_at,,,6.677,-1.258
230769_at,DENND2C,DENN domain containing 2C,7.432,-2.432
230770_at,,,4.434,-2.175
230772_at,HNF4A,hepatocyte nuclear factor 4 alpha,6.273,-1.047
230778_at,,,5.517,-5.773
230780_at,LINC00886,long intergenic non-protein coding RNA 886,5.797,-2.388
230789_at,ZNF280B,zinc finger protein 280B,7.149,1.991
230791_at,,,8.319,-1.929
230796_at,LINC01191,long intergenic non-protein coding RNA 1191,2.431,-2.243
230797_s_at,LINC01191,long intergenic non-protein coding RNA 1191,1.198,-2.366
230806_s_at,FAM65A,family with sequence similarity 65 member A,4.678,-2.233
230813_at,P3H2,prolyl 3-hydroxylase 2,1.07,-1.215
230821_at,ZNF148,zinc finger protein 148,7.333,-1.348
230822_at,TMEM61,transmembrane protein 61,5.392,-2.521
230823_at,,,2.328,-3.542
230824_at,MARCH10,membrane associated ring-CH-type finger 10,2.662,-1.236
230834_at,,,4.365,2.081
230835_at,KRTDAP,keratinocyte differentiation associated protein,3.159,-5.171
230846_at,AKAP5,A-kinase anchoring protein 5,4.253,1.907
230849_at,KCNA1,potassium voltage-gated channel subfamily A member 1,5.409,-1.179
230871_at,DHX30,DEAH-box helicase 30,8.762,1.509
230872_s_at,ARPC4-TTLL3///TTLL3///ARPC4,ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4,5.116,-2.162
230873_at,TTLL3,tubulin tyrosine ligase like 3,6.695,-1.077
230878_s_at,COG1,component of oligomeric golgi complex 1,2.851,-1.554
230888_at,WDR91,WD repeat domain 91,6.177,-1.924
230890_at,KIAA1328,KIAA1328,5.251,-1.352
230896_at,BEND4,BEN domain containing 4,4.52,3.571
230905_at,,,4.759,-1.783
230911_at,SIX1,SIX homeobox 1,1.894,-1.523
230913_at,ABCG1,ATP binding cassette subfamily G member 1,5.446,-2.344
230930_at,LOC338620,uncharacterized LOC338620,8.534,-2.391
230931_at,PLG,plasminogen,4.053,-2.33
230941_at,LINC01125,long intergenic non-protein coding RNA 1125,4.165,1.788
230942_at,CMTM5,CKLF like MARVEL transmembrane domain containing 5,5.735,-1.243
230947_at,SEPT12,septin 12,2.949,-1.345
230952_at,,,4.583,-1.533
230973_at,SH2D5,SH2 domain containing 5,6.737,-3.488
230979_at,BMPR1A,bone morphogenetic protein receptor type 1A,6.116,-1.478
230985_at,C9orf131,chromosome 9 open reading frame 131,3.835,-1.873
231006_at,SPATA8,spermatogenesis associated 8,6.396,-1.018
231009_at,PLA2G12B,phospholipase A2 group XIIB,3.488,-2.779
231016_s_at,ARNT,aryl hydrocarbon receptor nuclear translocator,6.241,-1.045
231020_at,ARX,aristaless related homeobox,5.414,-1.971
231023_at,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)",6.097,-1.079
231031_at,FGF7P3,fibroblast growth factor 7 pseudogene 3,2.933,-2.277
231035_s_at,OTUD1,OTU deubiquitinase 1,5.611,-2.981
231043_at,CFAP221,cilia and flagella associated protein 221,6.127,-1.014
231052_at,GLOD5,glyoxalase domain containing 5,4.544,-2.249
231054_at,SPACA4,sperm acrosome associated 4,5.517,-1.161
231072_at,MIDN,midnolin,2.49,-2.762
231076_at,C16orf82,chromosome 16 open reading frame 82,2.947,-1.387
231080_at,CDAN1,codanin 1,1.636,-1.076
231083_at,ETV5,ETS variant 5,5.247,1.328
231089_at,LOC100505664,uncharacterized LOC100505664,2.165,-1.475
231100_at,RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator",3.987,-2.03
231110_at,,,5.94,-1.661
231117_at,FAM181A,family with sequence similarity 181 member A,6.103,-1.087
231121_at,HPS3,"HPS3, biogenesis of lysosomal organelles complex 2 subunit 1",7.413,1.311
231122_x_at,ZDHHC19,zinc finger DHHC-type containing 19,1.467,-1.379
231127_at,,,1.511,-2.792
231130_at,FKBP7,FK506 binding protein 7,5.889,2.558
231141_at,LOC105370962,uncharacterized LOC105370962,2.525,-2.226
231148_at,IGFL2,IGF like family member 2,2.901,-1.978
231156_at,HAO2,hydroxyacid oxidase 2,4.686,-1.585
231158_x_at,PTBP1,polypyrimidine tract binding protein 1,2.933,-2.058
231166_at,GPR155,G protein-coupled receptor 155,5.782,-1.473
231175_at,BEND6,BEN domain containing 6,5.08,2.864
231178_at,SPATA4,spermatogenesis associated 4,6.289,-1.001
231183_s_at,JAG1,jagged 1,6.757,-4.136
231192_at,LPAR3,lysophosphatidic acid receptor 3,7.426,-4.602
231201_at,PTGER1,prostaglandin E receptor 1,4.399,1.631
231209_at,EXOC3L4,exocyst complex component 3 like 4,1.643,-1.482
231211_s_at,YIF1B,"Yip1 interacting factor homolog B, membrane trafficking protein",4.998,-4.801
231233_at,PCAT6,prostate cancer associated transcript 6 (non-protein coding),6.43,-1.612
231236_at,ZFP57,ZFP57 zinc finger protein,2.582,-1.596
231242_at,BHLHE41,basic helix-loop-helix family member e41,2.577,-2.371
231246_at,,,5.77,-1.916
231247_s_at,LOC727820,uncharacterized LOC727820,4.766,-1.467
231262_at,,,3.736,-2.419
231266_at,LYPD4,LY6/PLAUR domain containing 4,4.582,-2.192
231267_at,FAM163A,family with sequence similarity 163 member A,3.275,-1.903
231293_at,,,4.438,-2.02
231304_at,PPP3R2,"protein phosphatase 3 regulatory subunit B, beta",5.352,-1.319
231305_at,LOC100507520,uncharacterized LOC100507520,6.722,-1.148
231335_at,MS4A6E,membrane spanning 4-domains A6E,5.274,-1.084
231346_s_at,,,1.42,-1.725
231347_at,LOC100996694,uncharacterized LOC100996694,3.7,-2.083
231363_at,LELP1,late cornified envelope like proline rich 1,5.012,-1.951
231373_at,RNF133,ring finger protein 133,1.911,-1.418
231377_at,CXorf65,chromosome X open reading frame 65,3.655,-2.168
231389_at,PIH1D3,PIH1 domain containing 3,2.347,-1.875
231393_x_at,ZBTB43,zinc finger and BTB domain containing 43,5.195,-1.375
231406_at,ORAI2,ORAI calcium release-activated calcium modulator 2,7.653,1.102
231408_at,TMEM92,transmembrane protein 92,6.04,-1.349
231409_at,,,4.447,1.966
231411_at,LHFP,lipoma HMGIC fusion partner,6.635,-1.841
231415_at,WBSCR22,Williams-Beuren syndrome chromosome region 22,1.041,-1.57
231427_at,LOC284648,uncharacterized LOC284648,2.832,-1.225
231428_at,,,5.519,-1.428
231433_at,LOC100506929,uncharacterized LOC100506929,5.135,-1.061
231447_at,LINC00851,long intergenic non-protein coding RNA 851,5.237,-1.949
231451_s_at,,,3.119,-2.121
231457_at,,,2.461,-2.58
231462_at,TMEM114,transmembrane protein 114,1.543,-1.192
231471_at,,,3.709,-1.996
231474_at,KHDC3L,"KH domain containing 3 like, subcortical maternal complex member",2.986,-2.505
231488_at,OTP,orthopedia homeobox,5.285,-1.508
231491_at,LINC00113,long intergenic non-protein coding RNA 113,4.17,-1.798
231496_at,FCAMR,Fc fragment of IgA and IgM receptor,2.83,-2.651
231504_at,CCDC148,coiled-coil domain containing 148,4.445,1.949
231505_s_at,SFXN4,sideroflexin 4,4.926,-2.533
231512_at,ATP13A4-AS1,ATP13A4 antisense RNA 1,2.027,-1.743
231514_at,C1orf94,chromosome 1 open reading frame 94,3.798,-1.401
231517_at,ZYG11A,"zyg-11 family member A, cell cycle regulator",6.47,3.659
231519_at,,,1.848,-1.308
231521_at,LOC102725436///PMS2P4,"putative postmeiotic segregation increased 2-like protein 1-like///PMS1 homolog 2, mismatch repair system component pseudogene 4",3.608,-2.084
231524_at,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1,3.099,-3.263
231526_at,,,1.764,-1.326
231531_at,FANCD2OS,FANCD2 opposite strand,6.407,-1.48
231541_s_at,SPAG5-AS1,SPAG5 antisense RNA 1,5.801,-1.075
231550_at,XYLT2,xylosyltransferase 2,6.733,-1.41
231552_at,,,6.377,-2.043
231553_s_at,MICAL3,"microtubule associated monooxygenase, calponin and LIM domain containing 3",6.361,-1.42
231556_at,,,2.289,-2.206
231562_at,APOC2,apolipoprotein C2,2.016,-1.328
231574_at,,,1.467,-1.354
231585_at,VPS13A,vacuolar protein sorting 13 homolog A,5.105,-1.117
231587_at,APOC3,apolipoprotein C3,2.658,-1.339
231592_at,TSIX,"TSIX transcript, XIST antisense RNA",3.766,-2.713
231596_at,,,5.788,-1.594
231603_at,RNASE11,ribonuclease A family member 11 (inactive),2.244,-1.613
231607_at,LOC100507480,uncharacterized LOC100507480,1.816,-1.22
231608_at,,,5.301,-1.264
231609_at,C10orf82,chromosome 10 open reading frame 82,5.362,-1.154
231611_at,,,5.646,-1.182
231613_at,MARK1,microtubule affinity regulating kinase 1,2.828,-3.354
231615_at,,,3.657,-1.442
231621_at,MPZL1,myelin protein zero like 1,5.989,-1.628
231623_at,TMEM174,transmembrane protein 174,5.105,-1.651
231632_at,ERICH4,glutamate rich 4,4.941,-1.372
231642_at,C6orf201,chromosome 6 open reading frame 201,4.961,-1.605
231643_s_at,CMIP,c-Maf inducing protein,5.704,-1.607
231644_at,,,5.608,-3.655
231649_at,,,4.1,-2.043
231651_at,EFCAB13,EF-hand calcium binding domain 13,4.593,-1.551
231652_at,,,5.101,-1.249
231656_x_at,OSBPL10,oxysterol binding protein like 10,6.289,-1.532
231660_at,,,5.115,-1.379
231677_at,LOC105377924,uncharacterized LOC105377924,3.69,-1.356
231678_s_at,ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide",2.874,-2.484
231680_at,,,1.766,-2.43
231683_at,GLYAT,glycine-N-acyltransferase,5.466,-1.124
231694_at,APOA1,apolipoprotein A1,3.775,-2.784
